chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
synopGBS113728	144.03	NA	NA	230	NA
synopGBS101291	144.03	NA	NA	230	NA
synopGBS102284	144.03	NA	NA	230	NA
synopGBS104952	144.03	NA	NA	230	NA
synopGBS106207	144.03	NA	NA	230	NA
synopGBS114292	144.03	NA	NA	230	NA
synopGBS117475	144.03	NA	NA	230	NA
synopGBS118162	144.03	NA	NA	230	NA
synopGBS126416	144.03	NA	NA	230	NA
synopGBS129023	144.03	NA	NA	230	NA
synopGBS129911	144.03	NA	NA	230	NA
IWA684	144.88	87.1	NA	NA	313.66
synopGBS884	145.03	NA	118.56	235	NA
synopGBS994	145.03	NA	119.48	232	NA
synopGBS1064	145.03	NA	120.3	235	NA
synopGBS1329	145.03	NA	120.3	232	NA
synopGBS1328	145.03	NA	122.03	232	NA
synopGBS179	145.03	NA	122.03	231	NA
synopGBS44	145.03	NA	122.03	238	NA
synopGBS45	145.03	NA	122.03	238	NA
synopGBS106208	145.03	NA	NA	231	NA
synopGBS115276	145.03	NA	NA	231	NA
synopGBS101999	145.03	NA	NA	231	NA
synopGBS103348	145.03	NA	NA	231	NA
synopGBS108006	145.03	NA	NA	231	NA
synopGBS117085	145.03	NA	NA	231	NA
synopGBS117086	145.03	NA	NA	231	NA
synopGBS120324	145.03	NA	NA	231	NA
synopGBS112262	145.03	NA	NA	232	NA
synopGBS101852	145.03	NA	NA	235	NA
synopGBS105467	145.03	NA	NA	235	NA
synopGBS110821	145.03	NA	NA	235	NA
IWA3752	145.78	NA	NA	NA	313.66
IWA6931	145.78	NA	NA	NA	314.56
IWA5066	145.78	NA	NA	NA	314.56
synopGBS820	145.87	NA	121.14	240	NA
synopGBS104185	145.87	NA	NA	238	NA
synopGBS110935	145.87	NA	NA	238	NA
synopGBS110936	145.87	NA	NA	238	NA
synopGBS110937	145.87	NA	NA	238	NA
synopGBS110938	145.87	NA	NA	238	NA
synopGBS117092	145.87	NA	NA	238	NA
synopGBS117093	145.87	NA	NA	238	NA
synopGBS117094	145.87	NA	NA	238	NA
synopGBS124207	145.87	NA	NA	238	NA
synopGBS124565	145.87	NA	NA	238	NA
synopGBS124566	145.87	NA	NA	238	NA
synopGBS124567	145.87	NA	NA	238	NA
synopGBS124613	145.87	NA	NA	238	NA
synopGBS124614	145.87	NA	NA	238	NA
synopGBS124615	145.87	NA	NA	238	NA
synopGBS124616	145.87	NA	NA	238	NA
synopGBS126224	145.87	NA	NA	238	NA
synopGBS126225	145.87	NA	NA	238	NA
synopGBS126226	145.87	NA	NA	238	NA
synopGBS126227	145.87	NA	NA	238	NA
IWA5959	146.33	88.4	NA	NA	316.83
IWA6155	146.33	NA	NA	NA	315.11
IWA2938	146.33	NA	NA	NA	316.83
IWA2052	148.81	NA	NA	NA	319.31
IWA5872	149.63	91.7	NA	NA	NA
IWA8040	149.63	91.7	NA	NA	320.7
IWA4336	149.63	91.7	NA	NA	NA
IWA8041	150.2	NA	NA	NA	320.7
IWA3897	150.23	92.3	NA	NA	NA
IWA2370	151.13	NA	NA	NA	322.2
IWA756	155.93	98	NA	NA	NA
IWA5840	157.03	99.1	NA	NA	336.87
IWA6842	157.03	NA	NA	NA	335.58
IWA6839	167.01	NA	NA	NA	338.08
IWA3595	167.01	NA	NA	NA	338.08
IWA1349	167.01	NA	NA	NA	338.08
IWA7412	167.43	109.5	NA	NA	NA
IWA7156	167.43	109.5	NA	NA	NA
IWA5759	167.43	109.5	NA	NA	NA
IWA2983	168.13	110.2	NA	NA	NA
IWA2601	174.9	NA	NA	NA	345.97
IWA2600	174.9	NA	NA	NA	345.97
IWA7031	179.36	NA	NA	NA	350.43
IWA3743	179.36	NA	NA	NA	350.43
IWA1917	179.36	NA	NA	NA	350.43
IWA319	179.36	NA	NA	NA	350.43
IWA318	179.36	NA	NA	NA	350.43
IWA228	183.94	NA	NA	NA	355.01
IWA4493	194.15	NA	NA	NA	365.22
IWA4492	194.15	NA	NA	NA	365.22
IWA4461	194.57	NA	NA	NA	365.64
IWA6963	194.57	NA	NA	NA	365.64
IWA4192	194.57	NA	NA	NA	365.64
IWA5879	194.57	NA	NA	NA	365.64
IWA3687	194.57	NA	NA	NA	365.64
IWA7327	194.57	NA	NA	NA	365.64
IWA4664	194.57	NA	NA	NA	365.64
IWA2778	194.57	NA	NA	NA	365.64
IWA4491	195.08	NA	NA	NA	366.15
synopGBS115934	240	NA	NA	240	NA
synopGBS109829	241	NA	NA	241	NA
synopGBS109830	241	NA	NA	241	NA
synopGBS109831	241	NA	NA	241	NA
synopGBS101557	242	NA	NA	242	NA
synopGBS124366	242	NA	NA	242	NA
synopGBS124367	242	NA	NA	242	NA
IWA4463	358.86	NA	NA	NA	366.65
IWA7122	366.48	NA	NA	NA	374.27
IWA5990	366.48	NA	NA	NA	374.27
IWA5989	366.48	NA	NA	NA	374.27
IWA8325	366.48	NA	NA	NA	374.27
IWA966	366.48	NA	NA	NA	374.27
IWA7335	368.05	NA	NA	NA	375.84
IWA5991	368.05	NA	NA	NA	375.84
chr= 2B
marker	composite	KPxKC_2012_2B	SynOp_GBS_antmap_2B	SynOp_GBS_binmap_2B	wsnp2013_2B
synopGBS111277	0	NA	NA	0	NA
synopGBS100404	0	NA	NA	0	NA
synopGBS101872	0	NA	NA	0	NA
synopGBS102496	0	NA	NA	0	NA
synopGBS102602	0	NA	NA	0	NA
synopGBS105194	0	NA	NA	0	NA
synopGBS119990	0	NA	NA	0	NA
synopGBS119991	0	NA	NA	0	NA
synopGBS127462	0	NA	NA	0	NA
synopGBS106510	0	NA	NA	0	NA
synopGBS119945	0	NA	NA	0	NA
synopGBS121780	0	NA	NA	0	NA
synopGBS109037	0	NA	NA	0	NA
synopGBS109038	0	NA	NA	0	NA
synopGBS109039	0	NA	NA	0	NA
synopGBS109040	0	NA	NA	0	NA
synopGBS109646	0	NA	NA	0	NA
synopGBS109647	0	NA	NA	0	NA
synopGBS118168	0	NA	NA	0	NA
synopGBS120239	0	NA	NA	0	NA
synopGBS126988	0	NA	NA	0	NA
synopGBS126989	0	NA	NA	0	NA
synopGBS126990	0	NA	NA	0	NA
synopGBS109522	0	NA	NA	0	NA
synopGBS109523	0	NA	NA	0	NA
IWA4953	0	NA	NA	NA	0.52
synopGBS1304	1	NA	1.77	0	NA
synopGBS104842	1	NA	NA	1	NA
synopGBS104843	1	NA	NA	1	NA
synopGBS117913	1	NA	NA	1	NA
synopGBS117914	1	NA	NA	1	NA
synopGBS117915	1	NA	NA	1	NA
synopGBS117916	1	NA	NA	1	NA
synopGBS122244	1	NA	NA	1	NA
synopGBS122245	1	NA	NA	1	NA
synopGBS114228	1	NA	NA	1	NA
synopGBS120608	1	NA	NA	1	NA
synopGBS129881	1	NA	NA	1	NA
synopGBS129882	1	NA	NA	1	NA
synopGBS129883	1	NA	NA	1	NA
synopGBS126119	1	NA	NA	1	NA
synopGBS126479	1	NA	NA	1	NA
synopGBS126480	1	NA	NA	1	NA
synopGBS104144	1	NA	NA	1	NA
synopGBS123167	1	NA	NA	1	NA
synopGBS101118	1	NA	NA	1	NA
IWA1413	1.8	NA	NA	NA	2.32
IWA2424	1.8	NA	NA	NA	2.32
synopGBS764	1.81	NA	2.58	1	NA
synopGBS765	1.81	NA	2.58	1	NA
synopGBS123211	1.81	NA	NA	2	NA
synopGBS978	3.41	NA	4.18	NA	NA
IWA7633	6.63	0	NA	NA	2.82
IWA6481	6.63	NA	NA	NA	3.14
IWA4808	6.63	NA	NA	NA	7.15
IWA4724	6.63	NA	NA	NA	7.25
IWA7656	7.73	1.1	NA	NA	NA
IWA2973	8.83	2.2	NA	NA	NA
synopGBS1199	10.02	NA	10.79	43	NA
synopGBS1215	10.02	NA	10.79	43	NA
synopGBS107110	10.02	NA	NA	26	NA
synopGBS110467	10.02	NA	NA	27	NA
synopGBS110468	10.02	NA	NA	27	NA
synopGBS104841	10.02	NA	NA	27	NA
synopGBS122785	10.02	NA	NA	27	NA
synopGBS119859	10.02	NA	NA	28	NA
synopGBS116782	10.02	NA	NA	37	NA
synopGBS116575	10.02	NA	NA	37	NA
synopGBS118109	10.02	NA	NA	37	NA
synopGBS117133	10.02	NA	NA	37	NA
synopGBS100439	10.02	NA	NA	37	NA
synopGBS100440	10.02	NA	NA	37	NA
synopGBS100441	10.02	NA	NA	37	NA
synopGBS100442	10.02	NA	NA	37	NA
synopGBS126732	10.02	NA	NA	37	NA
synopGBS118502	10.02	NA	NA	38	NA
synopGBS127310	10.02	NA	NA	38	NA
synopGBS122324	10.02	NA	NA	38	NA
synopGBS105921	10.02	NA	NA	38	NA
synopGBS112237	10.02	NA	NA	38	NA
synopGBS123760	10.02	NA	NA	38	NA
synopGBS124983	10.02	NA	NA	38	NA
synopGBS105420	10.02	NA	NA	38	NA
synopGBS123568	10.02	NA	NA	38	NA
synopGBS119730	10.02	NA	NA	39	NA
synopGBS105996	10.02	NA	NA	39	NA
synopGBS123332	10.02	NA	NA	39	NA
synopGBS123333	10.02	NA	NA	39	NA
synopGBS123334	10.02	NA	NA	39	NA
synopGBS125431	10.02	NA	NA	39	NA
synopGBS106589	10.02	NA	NA	39	NA
synopGBS106590	10.02	NA	NA	39	NA
synopGBS106591	10.02	NA	NA	39	NA
synopGBS115021	10.02	NA	NA	39	NA
synopGBS101986	10.02	NA	NA	39	NA
synopGBS101987	10.02	NA	NA	39	NA
synopGBS101988	10.02	NA	NA	39	NA
synopGBS118777	10.02	NA	NA	39	NA
synopGBS121083	10.02	NA	NA	40	NA
synopGBS124723	10.02	NA	NA	40	NA
synopGBS124724	10.02	NA	NA	40	NA
synopGBS124725	10.02	NA	NA	40	NA
synopGBS124107	10.02	NA	NA	40	NA
synopGBS122187	10.02	NA	NA	41	NA
synopGBS114670	10.02	NA	NA	41	NA
synopGBS114671	10.02	NA	NA	41	NA
synopGBS102762	10.02	NA	NA	41	NA
synopGBS102763	10.02	NA	NA	41	NA
synopGBS102764	10.02	NA	NA	41	NA
synopGBS101310	10.02	NA	NA	41	NA
synopGBS117491	10.02	NA	NA	42	NA
synopGBS117492	10.02	NA	NA	42	NA
synopGBS118166	10.02	NA	NA	42	NA
synopGBS118167	10.02	NA	NA	42	NA
synopGBS125405	10.02	NA	NA	42	NA
synopGBS125406	10.02	NA	NA	42	NA
synopGBS125407	10.02	NA	NA	42	NA
IWA6257	10.66	NA	NA	NA	11.77
synopGBS328	10.87	NA	11.64	50	NA
synopGBS329	10.87	NA	11.64	50	NA
synopGBS695	10.87	NA	11.64	50	NA
synopGBS103250	10.87	NA	NA	50	NA
synopGBS121792	10.87	NA	NA	50	NA
synopGBS121793	10.87	NA	NA	50	NA
synopGBS121858	10.87	NA	NA	50	NA
synopGBS125954	10.87	NA	NA	50	NA
synopGBS125955	10.87	NA	NA	50	NA
synopGBS109781	10.87	NA	NA	50	NA
synopGBS120256	10.87	NA	NA	50	NA
synopGBS120257	10.87	NA	NA	50	NA
synopGBS102118	10.87	NA	NA	50	NA
synopGBS102119	10.87	NA	NA	50	NA
synopGBS116269	10.87	NA	NA	50	NA
synopGBS116270	10.87	NA	NA	50	NA
synopGBS127485	10.87	NA	NA	50	NA
synopGBS758	11.72	NA	12.49	51	NA
synopGBS759	11.72	NA	12.49	51	NA
synopGBS114293	11.72	NA	NA	51	NA
synopGBS116546	11.72	NA	NA	51	NA
synopGBS116547	11.72	NA	NA	51	NA
synopGBS125949	11.72	NA	NA	51	NA
synopGBS102607	11.72	NA	NA	51	NA
synopGBS104277	11.72	NA	NA	51	NA
synopGBS125105	11.72	NA	NA	51	NA
synopGBS122731	11.72	NA	NA	51	NA
synopGBS103596	12.17	NA	NA	52	NA
synopGBS102978	12.17	NA	NA	52	NA
IWA1799	12.23	5.6	NA	NA	NA
IWA2988	12.23	5.6	NA	NA	21.47
IWA3589	12.23	5.6	NA	NA	21.47
IWA7545	12.23	5.6	NA	NA	NA
IWA3005	12.23	NA	NA	NA	13.34
synopGBS105726	14.17	NA	NA	54	NA
synopGBS106605	14.17	NA	NA	54	NA
synopGBS102831	14.17	NA	NA	54	NA
synopGBS108792	14.17	NA	NA	54	NA
synopGBS108793	14.17	NA	NA	54	NA
synopGBS108794	14.17	NA	NA	54	NA
synopGBS108795	14.17	NA	NA	54	NA
synopGBS106582	14.17	NA	NA	54	NA
synopGBS127753	15.17	NA	NA	55	NA
synopGBS104447	15.17	NA	NA	55	NA
synopGBS104465	15.17	NA	NA	55	NA
synopGBS102861	15.17	NA	NA	55	NA
synopGBS102862	15.17	NA	NA	55	NA
synopGBS119541	15.17	NA	NA	55	NA
synopGBS123611	15.17	NA	NA	55	NA
synopGBS104793	15.17	NA	NA	55	NA
synopGBS103891	16.17	NA	NA	56	NA
synopGBS103892	16.17	NA	NA	56	NA
synopGBS105760	16.17	NA	NA	56	NA
synopGBS127806	16.17	NA	NA	56	NA
synopGBS127422	16.17	NA	NA	56	NA
synopGBS114638	16.17	NA	NA	56	NA
synopGBS117079	16.17	NA	NA	56	NA
synopGBS116403	16.17	NA	NA	56	NA
synopGBS127535	16.17	NA	NA	56	NA
synopGBS122882	16.17	NA	NA	56	NA
synopGBS122883	16.17	NA	NA	56	NA
synopGBS118659	16.17	NA	NA	56	NA
synopGBS118660	16.17	NA	NA	56	NA
synopGBS118520	16.17	NA	NA	57	NA
synopGBS128760	16.17	NA	NA	57	NA
synopGBS106940	16.17	NA	NA	57	NA
synopGBS121924	16.17	NA	NA	57	NA
synopGBS112846	16.17	NA	NA	57	NA
synopGBS122795	16.17	NA	NA	58	NA
synopGBS117840	16.17	NA	NA	58	NA
synopGBS789	16.31	NA	17.08	60	NA
synopGBS790	16.31	NA	17.08	60	NA
synopGBS791	16.31	NA	17.08	60	NA
synopGBS93	17.17	NA	17.94	58	NA
synopGBS94	17.17	NA	17.94	58	NA
synopGBS116352	17.17	NA	NA	59	NA
synopGBS116353	17.17	NA	NA	59	NA
synopGBS116354	17.17	NA	NA	59	NA
synopGBS116355	17.17	NA	NA	59	NA
synopGBS1248	18.07	NA	18.84	63	NA
synopGBS126570	18.55	NA	NA	65	NA
synopGBS126571	18.55	NA	NA	65	NA
synopGBS126572	18.55	NA	NA	65	NA
synopGBS115794	18.55	NA	NA	65	NA
IWA2407	19.53	12.9	NA	NA	NA
IWA2846	19.53	12.9	NA	NA	28.32
IWA5137	19.53	12.9	NA	NA	NA
IWA749	19.53	12.9	NA	NA	NA
IWA7936	19.53	12.9	NA	NA	28.32
IWA5264	19.53	NA	NA	NA	28.32
IWA5344	19.53	NA	NA	NA	33.78
IWA6767	19.53	NA	NA	NA	33.78
IWA6768	19.53	NA	NA	NA	33.78
IWA8430	19.53	NA	NA	NA	33.78
synopGBS115709	19.55	NA	NA	66	NA
synopGBS115710	19.55	NA	NA	66	NA
synopGBS326	21.55	NA	22.32	68	NA
synopGBS118023	21.55	NA	NA	68	NA
synopGBS118024	21.55	NA	NA	68	NA
synopGBS118025	21.55	NA	NA	68	NA
synopGBS118026	21.55	NA	NA	68	NA
synopGBS126569	21.55	NA	NA	68	NA
synopGBS1254	22.35	NA	23.12	NA	NA
synopGBS112987	24.55	NA	NA	71	NA
synopGBS112988	24.55	NA	NA	71	NA
synopGBS100932	25.55	NA	NA	72	NA
synopGBS103863	26.55	NA	NA	73	NA
synopGBS121491	26.55	NA	NA	73	NA
synopGBS128978	26.55	NA	NA	73	NA
synopGBS118726	26.55	NA	NA	73	NA
synopGBS118727	26.55	NA	NA	73	NA
synopGBS116941	26.55	NA	NA	73	NA
synopGBS100324	27.55	NA	NA	74	NA
synopGBS123559	27.55	NA	NA	74	NA
synopGBS123560	27.55	NA	NA	74	NA
synopGBS106427	27.55	NA	NA	74	NA
synopGBS122353	28.55	NA	NA	75	NA
synopGBS127586	28.55	NA	NA	75	NA
WMC243	28.83	22.2	NA	NA	NA
synopGBS118272	29.55	NA	NA	76	NA
synopGBS118273	29.55	NA	NA	76	NA
synopGBS129397	30.55	NA	NA	77	NA
synopGBS106006	30.55	NA	NA	77	NA
synopGBS103901	31.55	NA	NA	78	NA
synopGBS108690	31.55	NA	NA	78	NA
synopGBS118274	32.55	NA	NA	79	NA
synopGBS118275	32.55	NA	NA	79	NA
synopGBS114603	32.55	NA	NA	79	NA
synopGBS114604	32.55	NA	NA	79	NA
synopGBS106807	33.55	NA	NA	80	NA
synopGBS115392	34.55	NA	NA	81	NA
synopGBS107042	35.55	NA	NA	82	NA
IWA2088	36.5	NA	NA	NA	50.75
IWA2104	36.5	NA	NA	NA	50.75
IWA2110	36.5	NA	NA	NA	50.75
IWA2111	36.5	NA	NA	NA	50.75
IWA2112	36.5	NA	NA	NA	50.75
IWA2274	36.5	NA	NA	NA	50.75
IWA2275	36.5	NA	NA	NA	50.75
IWA5554	36.5	NA	NA	NA	50.75
IWA5555	36.5	NA	NA	NA	50.75
IWA7106	36.5	NA	NA	NA	50.75
synopGBS1127	37.86	NA	38.63	84	NA
synopGBS1433	38.74	NA	39.51	89	NA
synopGBS190	38.74	NA	39.51	89	NA
synopGBS124128	38.74	NA	NA	89	NA
synopGBS122375	38.74	NA	NA	89	NA
synopGBS127416	38.74	NA	NA	89	NA
synopGBS127417	38.74	NA	NA	89	NA
synopGBS108875	38.74	NA	NA	89	NA
synopGBS104365	44.14	NA	NA	97	NA
synopGBS115598	44.14	NA	NA	98	NA
synopGBS106324	44.14	NA	NA	98	NA
synopGBS110562	44.14	NA	NA	98	NA
synopGBS110563	44.14	NA	NA	98	NA
synopGBS122161	44.14	NA	NA	99	NA
synopGBS102460	44.14	NA	NA	99	NA
synopGBS111046	44.14	NA	NA	99	NA
synopGBS113197	44.14	NA	NA	99	NA
synopGBS102881	44.14	NA	NA	99	NA
synopGBS104862	44.14	NA	NA	99	NA
synopGBS107661	44.14	NA	NA	99	NA
synopGBS112126	44.14	NA	NA	99	NA
synopGBS118219	44.14	NA	NA	99	NA
synopGBS123376	44.14	NA	NA	99	NA
synopGBS125994	44.14	NA	NA	99	NA
synopGBS117012	44.14	NA	NA	99	NA
synopGBS116454	44.14	NA	NA	100	NA
synopGBS100434	44.14	NA	NA	100	NA
synopGBS109653	44.14	NA	NA	100	NA
synopGBS109654	44.14	NA	NA	100	NA
synopGBS112272	44.14	NA	NA	100	NA
synopGBS112273	44.14	NA	NA	100	NA
synopGBS112274	44.14	NA	NA	100	NA
synopGBS125993	44.14	NA	NA	100	NA
synopGBS107445	44.14	NA	NA	100	NA
synopGBS128765	44.14	NA	NA	100	NA
synopGBS105836	44.14	NA	NA	100	NA
synopGBS105837	44.14	NA	NA	100	NA
synopGBS104589	44.14	NA	NA	100	NA
synopGBS116620	44.14	NA	NA	101	NA
synopGBS122451	44.14	NA	NA	101	NA
synopGBS125015	44.14	NA	NA	101	NA
synopGBS129071	44.14	NA	NA	101	NA
synopGBS129072	44.14	NA	NA	101	NA
synopGBS118073	44.14	NA	NA	101	NA
synopGBS118074	44.14	NA	NA	101	NA
synopGBS118075	44.14	NA	NA	101	NA
synopGBS616	44.26	NA	44.15	102	NA
synopGBS1083	44.26	NA	45.03	101	NA
synopGBS556	45.14	NA	45.03	102	NA
synopGBS106921	45.14	NA	NA	102	NA
synopGBS116935	45.14	NA	NA	102	NA
synopGBS129167	47.26	NA	NA	105	NA
synopGBS129168	47.26	NA	NA	105	NA
synopGBS129242	47.26	NA	NA	105	NA
synopGBS110425	47.26	NA	NA	105	NA
synopGBS115464	47.26	NA	NA	105	NA
synopGBS116587	47.26	NA	NA	105	NA
synopGBS101183	47.26	NA	NA	108	NA
synopGBS114056	47.26	NA	NA	108	NA
synopGBS104254	47.26	NA	NA	108	NA
synopGBS108507	47.26	NA	NA	108	NA
synopGBS108508	47.26	NA	NA	108	NA
synopGBS116374	47.26	NA	NA	108	NA
synopGBS117300	47.26	NA	NA	108	NA
synopGBS129602	47.26	NA	NA	108	NA
synopGBS104691	47.26	NA	NA	108	NA
synopGBS118784	47.26	NA	NA	108	NA
synopGBS111296	47.26	NA	NA	108	NA
synopGBS111297	47.26	NA	NA	108	NA
synopGBS113936	47.26	NA	NA	108	NA
synopGBS113937	47.26	NA	NA	108	NA
synopGBS103410	47.26	NA	NA	108	NA
synopGBS113160	47.26	NA	NA	108	NA
synopGBS113161	47.26	NA	NA	108	NA
synopGBS115689	47.26	NA	NA	108	NA
synopGBS125391	47.26	NA	NA	108	NA
synopGBS125392	47.26	NA	NA	108	NA
synopGBS125393	47.26	NA	NA	108	NA
synopGBS113694	47.26	NA	NA	108	NA
synopGBS269	48.08	NA	47.97	110	NA
synopGBS283	48.08	NA	47.97	112	NA
synopGBS428	48.08	NA	47.97	112	NA
synopGBS693	48.08	NA	47.97	111	NA
synopGBS716	48.08	NA	47.97	112	NA
synopGBS9	48.08	NA	47.97	111	NA
synopGBS117620	48.08	NA	NA	109	NA
synopGBS129128	48.08	NA	NA	109	NA
synopGBS102005	48.08	NA	NA	109	NA
synopGBS102006	48.08	NA	NA	109	NA
synopGBS102007	48.08	NA	NA	109	NA
synopGBS102008	48.08	NA	NA	109	NA
synopGBS104159	48.08	NA	NA	109	NA
synopGBS105635	48.08	NA	NA	109	NA
synopGBS105636	48.08	NA	NA	109	NA
synopGBS116082	48.08	NA	NA	109	NA
synopGBS116916	48.08	NA	NA	109	NA
synopGBS100953	48.08	NA	NA	109	NA
synopGBS100954	48.08	NA	NA	109	NA
synopGBS107732	48.08	NA	NA	109	NA
synopGBS112079	48.08	NA	NA	109	NA
synopGBS113127	48.08	NA	NA	109	NA
synopGBS115028	48.08	NA	NA	109	NA
synopGBS116565	48.08	NA	NA	109	NA
synopGBS116566	48.08	NA	NA	109	NA
synopGBS100026	48.08	NA	NA	109	NA
synopGBS103993	48.08	NA	NA	109	NA
synopGBS103994	48.08	NA	NA	109	NA
synopGBS104325	48.08	NA	NA	109	NA
synopGBS107330	48.08	NA	NA	109	NA
synopGBS107331	48.08	NA	NA	109	NA
synopGBS110430	48.08	NA	NA	109	NA
synopGBS112626	48.08	NA	NA	109	NA
synopGBS117920	48.08	NA	NA	109	NA
synopGBS104965	48.08	NA	NA	109	NA
synopGBS117238	48.08	NA	NA	110	NA
synopGBS127501	48.08	NA	NA	110	NA
synopGBS128949	48.08	NA	NA	110	NA
synopGBS103484	48.08	NA	NA	110	NA
synopGBS103485	48.08	NA	NA	110	NA
synopGBS103486	48.08	NA	NA	110	NA
synopGBS109761	48.08	NA	NA	110	NA
synopGBS119007	48.08	NA	NA	110	NA
synopGBS123483	48.08	NA	NA	110	NA
synopGBS129800	48.08	NA	NA	110	NA
synopGBS110716	48.08	NA	NA	110	NA
synopGBS121546	48.08	NA	NA	110	NA
synopGBS105626	48.08	NA	NA	110	NA
synopGBS110367	48.08	NA	NA	110	NA
synopGBS114319	48.08	NA	NA	110	NA
synopGBS124586	48.08	NA	NA	110	NA
synopGBS110274	48.08	NA	NA	110	NA
synopGBS112657	48.08	NA	NA	110	NA
synopGBS100307	48.08	NA	NA	111	NA
synopGBS100507	48.08	NA	NA	111	NA
synopGBS102916	48.08	NA	NA	111	NA
synopGBS110024	48.08	NA	NA	111	NA
synopGBS112741	48.08	NA	NA	111	NA
synopGBS113865	48.08	NA	NA	111	NA
synopGBS117556	48.08	NA	NA	111	NA
synopGBS122219	48.08	NA	NA	111	NA
synopGBS122697	48.08	NA	NA	111	NA
synopGBS126972	48.08	NA	NA	111	NA
synopGBS127822	48.08	NA	NA	111	NA
synopGBS127823	48.08	NA	NA	111	NA
synopGBS105537	48.08	NA	NA	111	NA
synopGBS117354	48.08	NA	NA	111	NA
synopGBS117355	48.08	NA	NA	111	NA
synopGBS100435	48.08	NA	NA	111	NA
synopGBS110818	48.08	NA	NA	111	NA
synopGBS110819	48.08	NA	NA	111	NA
synopGBS118129	48.08	NA	NA	111	NA
IWA1929	48.43	NA	NA	NA	64.09
IWA1930	48.43	NA	NA	NA	64.09
IWA3838	48.43	NA	NA	NA	64.09
IWA7800	48.43	NA	NA	NA	64.09
IWA4284	48.43	NA	NA	NA	69.85
IWA4285	48.43	NA	NA	NA	69.85
IWA6184	48.43	NA	NA	NA	70.13
IWA413	48.43	NA	NA	NA	77.23
IWA7916	48.43	NA	NA	NA	77.47
IWA2391	48.43	NA	NA	NA	77.77
IWA546	48.43	NA	NA	NA	81.83
IWA2571	48.43	NA	NA	NA	81.83
IWA2572	48.43	NA	NA	NA	81.83
synopGBS257	48.88	NA	47.97	113	NA
synopGBS1268	48.88	NA	48.77	112	NA
synopGBS729	48.88	NA	48.77	113	NA
synopGBS730	48.88	NA	48.77	113	NA
synopGBS812	48.88	NA	48.77	110	NA
synopGBS813	48.88	NA	48.77	110	NA
synopGBS106423	48.88	NA	NA	112	NA
synopGBS104366	48.88	NA	NA	112	NA
synopGBS108970	48.88	NA	NA	112	NA
synopGBS115707	48.88	NA	NA	112	NA
synopGBS115708	48.88	NA	NA	112	NA
synopGBS121854	48.88	NA	NA	112	NA
synopGBS121855	48.88	NA	NA	112	NA
synopGBS123271	48.88	NA	NA	112	NA
synopGBS123272	48.88	NA	NA	112	NA
synopGBS124549	48.88	NA	NA	112	NA
synopGBS124550	48.88	NA	NA	112	NA
synopGBS126484	48.88	NA	NA	112	NA
synopGBS122211	48.88	NA	NA	112	NA
synopGBS118356	48.88	NA	NA	113	NA
synopGBS118357	48.88	NA	NA	113	NA
synopGBS118358	48.88	NA	NA	113	NA
synopGBS107488	48.88	NA	NA	113	NA
synopGBS893	49.77	NA	49.66	117	NA
synopGBS100370	49.77	NA	NA	117	NA
synopGBS100374	49.77	NA	NA	117	NA
synopGBS103851	49.77	NA	NA	117	NA
synopGBS115782	49.77	NA	NA	117	NA
synopGBS101563	49.77	NA	NA	117	NA
synopGBS101553	49.77	NA	NA	117	NA
synopGBS127984	50.77	NA	NA	118	NA
synopGBS127985	50.77	NA	NA	118	NA
synopGBS129623	50.77	NA	NA	118	NA
synopGBS124714	50.77	NA	NA	118	NA
synopGBS129327	50.77	NA	NA	118	NA
synopGBS113363	50.77	NA	NA	118	NA
synopGBS113364	50.77	NA	NA	118	NA
synopGBS124796	50.77	NA	NA	118	NA
synopGBS124797	50.77	NA	NA	118	NA
synopGBS125435	50.77	NA	NA	118	NA
synopGBS119412	50.77	NA	NA	118	NA
synopGBS119413	50.77	NA	NA	118	NA
synopGBS119414	50.77	NA	NA	118	NA
synopGBS103990	50.77	NA	NA	118	NA
synopGBS110176	50.77	NA	NA	118	NA
synopGBS110177	50.77	NA	NA	118	NA
synopGBS111223	50.77	NA	NA	118	NA
synopGBS114380	50.77	NA	NA	118	NA
synopGBS125081	50.77	NA	NA	118	NA
synopGBS128685	50.77	NA	NA	118	NA
synopGBS128686	50.77	NA	NA	118	NA
synopGBS128687	50.77	NA	NA	118	NA
synopGBS128688	50.77	NA	NA	118	NA
synopGBS112221	50.77	NA	NA	118	NA
synopGBS112222	50.77	NA	NA	118	NA
synopGBS117742	50.77	NA	NA	118	NA
synopGBS128204	50.77	NA	NA	118	NA
synopGBS111654	50.77	NA	NA	118	NA
synopGBS124626	50.77	NA	NA	118	NA
synopGBS124627	50.77	NA	NA	118	NA
synopGBS100121	50.77	NA	NA	118	NA
synopGBS100122	50.77	NA	NA	118	NA
synopGBS114112	50.77	NA	NA	118	NA
synopGBS117118	50.77	NA	NA	118	NA
synopGBS100524	50.77	NA	NA	118	NA
synopGBS112839	50.77	NA	NA	118	NA
synopGBS112840	50.77	NA	NA	118	NA
synopGBS112841	50.77	NA	NA	118	NA
synopGBS112938	50.77	NA	NA	118	NA
synopGBS109392	50.77	NA	NA	118	NA
synopGBS114244	50.77	NA	NA	118	NA
synopGBS107890	51.77	NA	NA	119	NA
synopGBS120944	51.77	NA	NA	119	NA
